あっ	sample_doc2.txt	1	1.4663370687934272	1.4663370687934272
あっ	sample_doc3.txt	1	1.4663370687934272	1.4663370687934272
あっ	sample_doc4.txt	1	1.4663370687934272	1.4663370687934272
あと	sample_doc2.txt	1	1.791759469228055	1.791759469228055
あと	sample_doc6.txt	1	1.791759469228055	1.791759469228055
あまりに	sample_doc4.txt	1	2.3978952727983707	2.3978952727983707
ある	sample_doc1.txt	1	0.8109302162163288	0.8109302162163288
ある	sample_doc10.txt	1	0.8109302162163288	0.8109302162163288
ある	sample_doc2.txt	1	0.8109302162163288	0.8109302162163288
ある	sample_doc3.txt	1	0.8109302162163288	0.8109302162163288
ある	sample_doc5.txt	1	0.8109302162163288	0.8109302162163288
ある	sample_doc7.txt	1	0.8109302162163288	0.8109302162163288
ある	sample_doc8.txt	1	0.8109302162163288	0.8109302162163288
ある	sample_doc9.txt	2	0.8109302162163288	1.6218604324326575
あるい	sample_doc10.txt	1	2.3978952727983707	2.3978952727983707
あろ	sample_doc3.txt	1	2.3978952727983707	2.3978952727983707
いか	sample_doc10.txt	1	2.3978952727983707	2.3978952727983707
いくら	sample_doc6.txt	1	2.3978952727983707	2.3978952727983707
いた事	sample_doc1.txt	1	2.3978952727983707	2.3978952727983707
いっ	sample_doc10.txt	1	1.791759469228055	1.791759469228055
いっ	sample_doc9.txt	1	1.791759469228055	1.791759469228055
いとも	sample_doc2.txt	1	2.3978952727983707	2.3978952727983707
いる	sample_doc1.txt	1	1.0986122886681098	1.0986122886681098
いる	sample_doc10.txt	1	1.0986122886681098	1.0986122886681098
いる	sample_doc3.txt	1	1.0986122886681098	1.0986122886681098
いる	sample_doc4.txt	1	1.0986122886681098	1.0986122886681098
いる	sample_doc6.txt	2	1.0986122886681098	2.1972245773362196
いわゆる	sample_doc3.txt	1	2.3978952727983707	2.3978952727983707
うち	sample_doc10.txt	1	1.791759469228055	1.791759469228055
うち	sample_doc6.txt	1	1.791759469228055	1.791759469228055
おかしい	sample_doc7.txt	1	2.3978952727983707	2.3978952727983707
おっ	sample_doc6.txt	1	1.791759469228055	1.791759469228055
おっ	sample_doc7.txt	1	1.791759469228055	1.791759469228055
かかる	sample_doc9.txt	1	2.3978952727983707	2.3978952727983707
かた	sample_doc4.txt	1	2.3978952727983707	2.3978952727983707
かも	sample_doc10.txt	1	2.3978952727983707	2.3978952727983707
から	sample_doc10.txt	1	0.9808292530117263	0.9808292530117263
から	sample_doc2.txt	1	0.9808292530117263	0.9808292530117263
から	sample_doc5.txt	1	0.9808292530117263	0.9808292530117263
から	sample_doc6.txt	1	0.9808292530117263	0.9808292530117263
から	sample_doc7.txt	1	0.9808292530117263	0.9808292530117263
から	sample_doc9.txt	2	0.9808292530117263	1.9616585060234526
かん	sample_doc4.txt	1	2.3978952727983707	2.3978952727983707
くい	sample_doc9.txt	1	2.3978952727983707	2.3978952727983707
くずれ	sample_doc9.txt	1	2.3978952727983707	2.3978952727983707
くらい	sample_doc7.txt	1	2.3978952727983707	2.3978952727983707
くれる	sample_doc8.txt	1	2.3978952727983707	2.3978952727983707
くわし	sample_doc4.txt	1	2.3978952727983707	2.3978952727983707
けむり	sample_doc5.txt	1	2.3978952727983707	2.3978952727983707
こう	sample_doc9.txt	1	2.3978952727983707	2.3978952727983707
ここ	sample_doc1.txt	1	1.791759469228055	1.791759469228055
ここ	sample_doc9.txt	1	1.791759469228055	1.791759469228055
この	sample_doc10.txt	2	1.0986122886681098	2.1972245773362196
この	sample_doc2.txt	1	1.0986122886681098	1.0986122886681098
この	sample_doc3.txt	1	1.0986122886681098	1.0986122886681098
この	sample_doc5.txt	1	1.0986122886681098	1.0986122886681098
この	sample_doc6.txt	1	1.0986122886681098	1.0986122886681098
これ	sample_doc5.txt	1	1.791759469228055	1.791759469228055
これ	sample_doc8.txt	1	1.791759469228055	1.791759469228055
これから	sample_doc10.txt	1	2.3978952727983707	2.3978952727983707
こん	sample_doc10.txt	1	2.3978952727983707	2.3978952727983707
こんな	sample_doc4.txt	1	2.3978952727983707	2.3978952727983707
さえ	sample_doc7.txt	1	2.3978952727983707	2.3978952727983707
さて	sample_doc10.txt	1	2.3978952727983707	2.3978952727983707
さらさら	sample_doc9.txt	1	2.3978952727983707	2.3978952727983707
さり	sample_doc6.txt	1	2.3978952727983707	2.3978952727983707
しかし	sample_doc2.txt	1	2.3978952727983707	2.3978952727983707
しかも	sample_doc2.txt	1	2.3978952727983707	2.3978952727983707
しき	sample_doc10.txt	1	2.3978952727983707	2.3978952727983707
しばらく	sample_doc6.txt	2	1.791759469228055	3.58351893845611
しばらく	sample_doc8.txt	1	1.791759469228055	1.791759469228055
しまっ	sample_doc7.txt	1	2.3978952727983707	2.3978952727983707
じめじめ	sample_doc1.txt	1	2.3978952727983707	2.3978952727983707
する	sample_doc10.txt	1	1.791759469228055	1.791759469228055
する	sample_doc6.txt	1	1.791759469228055	1.791759469228055
そう	sample_doc10.txt	1	1.791759469228055	1.791759469228055
そう	sample_doc2.txt	1	1.791759469228055	1.791759469228055
そうして	sample_doc5.txt	1	2.3978952727983707	2.3978952727983707
そこ	sample_doc9.txt	1	2.3978952727983707	2.3978952727983707
その	sample_doc10.txt	1	1.252762968495368	1.252762968495368
その	sample_doc2.txt	1	1.252762968495368	1.252762968495368
その	sample_doc5.txt	1	1.252762968495368	1.252762968495368
その	sample_doc7.txt	1	1.252762968495368	1.252762968495368
そのうち	sample_doc9.txt	1	2.3978952727983707	2.3978952727983707
その後	sample_doc4.txt	1	2.3978952727983707	2.3978952727983707
